Strasse;Hausnr;;Art;Wohnlage;Wohnlagenkennwert
Hirschberger Weg;003;-   027g;U;normal;-11,672
Hirschberger Weg;004a;-018;G;normal;-11,933
Hirschfeldplatz;001;-005;U;normal;-11,606
Hirschfeldplatz;002;-004;G;normal;-11,955
Hirschfeldstrasse;002;-008;G;normal;-11,938
Hirschfeldstrasse;009;-013;U;normal;-11,763
Hirschfeldstrasse;010;-012;G;normal;-11,867
Hirschgraben;001;-017;U;normal;-7,714
Hirschgraben;002;-022;G;normal;-7,742
Hirschgraben;021;-023;U;normal;-7,525
Hirschgraben;025;-031;U;normal;-7,881
Hirschgraben;030;-038;G;normal;-7,582
Hirschgraben;035;-035;U;normal;-9,640
Hirschgraben;040;-048;G;normal;-7,959
Hirschgraben;050;-052;G;normal;-9,414
Hirschgraben;051;-063;U;normal;-9,092
Hirschgraben;056;-060;G;normal;-9,814
Hirschgraben;062;-076;G;normal;-9,180
Hirschkaeferweg;001;-019;U;normal;-4,895
Hirschkaeferweg;002;-022;G;normal;-4,959
Hirschparkweg;001;-015;U;gut;7,085
Hirschsprung;001;-020;S;normal;-0,714
Hirsekamp;001;-019;U;gut;1,371
Hirsekamp;010;-010;G;normal;-1,594
Hirsekamp;020;-020;G;normal;-3,272
Hirsekamp;023;-027;U;normal;-3,118
Hirtenkamp;001;-019;U;gut;4,296
Hirtenkamp;002;-018;G;gut;4,225
Hirtenstrasse;013;-   029c;U;normal;-6,146
Hirtenstrasse;037a;-   037b;U;normal;-6,071
Hirtenstrasse;045;-055;U;normal;-6,022
Hirtenstrasse;046;-060;G;normal;-6,049
Hirtentaeschelweg;001;-018;S;gut;6,229
Hittfelder Stieg;001;-007;U;gut;2,219
Hittfelder Stieg;002;-016;G;gut;2,763
Hitzenbergen;001;-051;U;gut;4,465
Hitzenbergen;002;-004;G;gut;3,284
Hitzenbergen;053;-066;S;gut;5,351
Hobernslag;001;-012;S;normal;-3,763
Hoboekentwiete;001;-027;U;gut;4,990
Hoboekentwiete;002;-004;G;gut;4,264
Hoboekentwiete;006;-026;G;gut;4,917
Hoboekentwiete;030;-046;G;gut;6,068
Hoboekentwiete;031;-035;U;gut;5,865
Hoboekentwiete;063;-077;U;gut;6,800
Hochallee;002;-018;G;gut;9,853
Hochallee;003;-017;U;gut;9,738
Hochallee;019;-031;U;gut;9,664
Hochallee;020;-036;G;gut;10,209
Hochallee;035;-057;U;gut;13,632
Hochallee;040;-064;G;gut;13,845
Hochallee;063;-069;U;gut;13,570
Hochallee;068;-074;G;gut;13,509
Hochallee;071;-113;U;gut;13,541
Hochallee;076;-112;G;gut;13,910
Hochallee;114;-130;G;gut;8,865
Hochallee;115;-127;U;gut;8,212
Hochbahnwanderweg;170;-170;G;gut;4,108
Hochestieg;001;-037;U;gut;5,799
Hochestieg;002;-044;G;gut;5,505
Hochfeld;001;-027;U;normal;-0,694
Hochfeld;002;-022;G;gut;-0,239
Hochfeld;024;-062;G;normal;-0,917
Hochfeld;029;-065;U;normal;-0,888
Hochfeldeck;001;-003;U;normal;-12,421
Hochholdsweg;001;-031;U;gut;4,426
Hochholdsweg;002;-040;G;gut;3,845
Hochholdsweg;042;-048;G;gut;5,095
Hochrad;001;-021;U;gut;7,575
Hochrad;029;-071;U;gut;8,083
Hochrad;038;-062;G;gut;7,757
Hochrad;064;-068;G;gut;7,967
Hochrad;070;-078;G;gut;8,613
Hochstrasse;001;-007;U;normal;-9,513
Hochstrasse;002;-006;G;normal;-9,778
Hochwaldweg;002;-014;S;normal;-0,687
Hochwaldweg;003;-005;U;normal;-0,741
Hoefenkamp;001;-005;U;gut;0,951
Hoefenkamp;002;-006;G;gut;0,993
Hoefenkamp;007;-015;U;gut;0,983
Hoefenkamp;008;-012;G;gut;1,032
Hoffmannstieg;001;-007;U;normal;-9,194
Hoffmannstieg;002a;-   012i;G;normal;-8,956
Hoffmann-von-Fallersleben-Strasse;001;-023;U;normal;-4,453
Hoffmann-von-Fallersleben-Strasse;002;-016;G;normal;-4,381
Hoffmeyerstrasse;001;-003;U;normal;-18,951
Hoffmeyerstrasse;004;-004;G;normal;-18,508
Hoffstrasse;001;-073;U;normal;-3,999
Hoffstrasse;002;-040;G;normal;-3,868
Hoffstrasse;042;-076;G;normal;-4,207
Hoffwisch;003;-015;U;normal;-2,030
Hoffwisch;004;-014;G;normal;-2,127
Hofkoppel;002;-034;G;normal;-5,025
Hofloh;002;-002;G;normal;-2,111
Hoefnageleck;001;-   005b;U;normal;-2,687
Hoefnageleck;002;-020;G;normal;-2,849
Hoefnageleck;007;-011;U;normal;-2,794
Hoefnageleck;013;-017;U;normal;-3,037
Hofschlaeger Deich;001;-023;U;gut;3,660
Hofschlaeger Deich;008;-082;G;gut;3,330
Hofschlaeger Deich;067;-067;U;gut;3,394
Hofschlaeger Weg;001;-001;U;gut;1,422
Hofstueckenstieg;001;-012;S;gut;2,886
Hofstueckenweg;002;-020;G;gut;2,320
Hofstueckenweg;003;-017;U;gut;2,660
Hofweg;001;-027;U;gut;0,690
Hofweg;002;-026;G;gut;-0,101
Hofweg;029;-045;U;gut;0,955
Hofweg;044;-048;G;gut;0,095
Hofweg;047;-059;U;gut;1,560
Hofweg;050;-058;G;gut;0,131
Hofweg;060;-070;S;normal;-1,166
Hofweg;071;-079;S;normal;-0,983
Hofweg;081;-081;U;normal;-1,295
Hofweg;085;-096;S;normal;-0,897
Hofweg;098;-098;G;normal;-2,375
Hofweg;100;-101;S;normal;-1,172
Hofweg;102;-104;G;normal;-1,577
Hofweide;001;-011;U;normal;-6,354
Hofweide;002;-020;G;normal;-6,320
Hofweide;017;-   021c;U;normal;-6,600
Hofweide;022;-038;G;normal;-6,255
Hofweide;025;-035;U;normal;-6,232
Hofweide;041;-045;U;normal;-6,174
Hogenbergkamp;001;-   017b;U;normal;-3,462
Hogenbergkamp;002;-020;G;normal;-3,478
Hogenbrook;001;-   047d;U;normal;-5,056
Hogenbrook;002a;-060;G;normal;-3,983
Hogenfelder Kamp;002;-026;G;normal;-4,025
Hogenfelder Stieg;001;-033;U;normal;-1,693
Hogenfelder Stieg;002;-018;G;normal;-1,403
Hogenfelder Strasse;001;-009;U;normal;-4,317
Hogenfelder Strasse;002;-014;G;normal;-4,189
Hogenfelder Strasse;011;-015;U;normal;-4,443
Hogenfelder Strasse;019;-019;U;normal;-2,587
Hogenfelder Strasse;025;-029;U;normal;-1,330
Hogenfeldweg;002;-010;G;normal;-4,790
Hoegenkamp;001;-044;S;normal;-7,695
Hogenlietgrund;001;-017;S;normal;-4,814
Hoegenstrasse;017;-023;U;normal;-6,788
Hoegenstrasse;024;-034;G;normal;-5,952
Hoegenstrasse;045;-049;U;normal;-5,023
Hoegenstrasse;050;-   054b;G;normal;-9,328
Hoegenstrasse;054c;-   054f;G;normal;-8,951
Hoegenstrasse;060;-060;G;normal;-8,477
Hoegenstrasse;061;-065;U;normal;-3,251
Hoegenstrasse;070;-080;G;normal;-2,879
Hoegenstrasse;075;-079;U;normal;-7,337
Hoegenstrasse;090;-114;G;normal;-5,204
Hoegerdamm;003;-027;S;normal;-19,432
Hogrevestrasse;028a;-   032d;G;normal;-8,115
Hogrevestrasse;052;-054;G;normal;-8,150
Hohe Bleichen;020;-028;G;gut;2,812
Hohe Landwehr;020;-020;G;normal;-8,723
Hohe Liedt;003;-   027b;U;normal;-4,924
Hohe Liedt;020;-022;G;normal;-5,345
Hohe Liedt;026;-   036h;G;normal;-5,092
Hohe Liedt;035a;-   057i;U;normal;-1,581
Hohe Liedt;040;-050;G;normal;-1,799
Hohe Liedt;052;-066;G;normal;-1,510
Hohe Liedt;067;-119;U;normal;-4,396
Hohe Liedt;068;-076;G;normal;-0,955
Hohe Liedt;078;-086;G;gut;0,378
Hohe Reihe;001;-011;U;gut;2,907
Hohe Reihe;002;-032;G;gut;2,693
Hohe Reihe;013;-031;U;gut;2,594
Hohe Strasse;004;-012;G;normal;-19,342
Hohe Strasse;014;-016;G;normal;-19,243
Hohe Strasse;017;-019;U;normal;-14,832
Hohe Strasse;018;-024;G;normal;-16,413
Hohe Strasse;025;-035;U;normal;-15,718
Hohe Strasse;026;-038;G;normal;-12,547
Hohe Strasse;070a;-094;G;normal;-18,887
Hohe Strasse;096;-096;G;normal;-11,117
Hohe Weide;004;-010;G;normal;-1,794
Hohe Weide;005;-013;U;normal;-1,836
Hohe Weide;019;-019;U;gut;1,362
Hohe Weide;020;-028;G;normal;-1,611
Hohe Weide;021;-033;U;gut;1,660
Hohe Weide;030;-032;G;normal;-2,379
Hohe Weide;036;-056;G;gut;1,578
Hohe Weide;039;-053;U;gut;0,075
Hohe Weide;058;-088;G;gut;-0,081
Hoheluftchaussee;002;-040;G;normal;-2,389
Hoheluftchaussee;011;-085;U;normal;-1,651
Hoheluftchaussee;058;-064;G;normal;-3,819
Hoheluftchaussee;066;-076;G;normal;-7,259
Hoheluftchaussee;080;-092;G;normal;-7,598
Hoheluftchaussee;091;-131;U;normal;-7,175
Hoheluftchaussee;114;-130;G;normal;-8,144
Hoheluftchaussee;132;-132;G;normal;-8,587
Hoheluftchaussee;137;-167;U;normal;-9,879
Hohenbergstedt;002a;-032;S;gut;4,238
Hohenberne;001;-003;U;gut;0,448
Hohenberne;002;-044;G;gut;0,725
Hohenberne;005;-007;U;gut;0,965
Hohenberne;046;-066;G;gut;0,152
Hohenberne;067;-068;S;gut;0,296
Hoheneichen;001;-023;U;gut;3,625
Hoheneichen;002;-026;G;gut;3,616
Hoheneichen;023a;-   023a;U;gut;3,714
Hoheneichen;025;-029;U;gut;3,917
Hoheneichen;030;-030;G;gut;3,682
Hoheneichen;031;-035;U;gut;4,955
Hoheneichen;032;-034;G;gut;4,049
Hoheneichen;035a;-057;U;gut;5,848
Hoheneichen;038;-046;G;gut;5,027
Hoheneichen;048;-084;G;gut;6,128
Hoheneichen;059;-061;U;gut;7,067
Hohenesch;001;-029;U;normal;-4,508
Hohenesch;006;-012;G;normal;-4,510
Hohenesch;020;-034;G;normal;-4,487
Hohenesch;036;-082;G;normal;-4,443
Hohenesch;041;-085;U;normal;-4,586
Hohenfelder Allee;001;-043;U;normal;-4,028
Hohenfelder Allee;002;-002;G;normal;-4,670
Hohenfelder Strasse;002;-028;G;normal;-4,428
Hohenfelder Terrasse;001;-009;U;normal;-7,451
Hohenkamp;001;-035;U;normal;-1,988
Hohenkamp;006;-014;G;normal;-2,011
Hohenkamp;016;-022;G;normal;-2,020
Hohenkamp;030;-036;G;normal;-3,034
Hohenkamp;037;-057;S;normal;-4,272
Hohensasel;001;-061;U;gut;4,160
Hohensasel;002;-024;G;gut;3,682
Hohensasel;030;-062;G;gut;4,554
Hohensteiner Strasse;001;-013;U;normal;-13,131
Hohensteiner Strasse;002;-014;G;normal;-13,135
Hoehenstieg;002;-006;G;normal;-11,073
Hoehentwiete;001;-011;S;normal;-12,261
Hohenwischer Strasse;001;-051;U;normal;-0,645
Hohenwischer Strasse;008;-022;G;normal;-0,907
Hohenwischer Strasse;055;-267;U;normal;-1,072
Hohenwischer Strasse;254;-278;G;normal;-1,982
Hohenwischer Strasse;269;-277;U;normal;-1,137
Hohenzollernring;001;-   015a;U;gut;2,664
Hohenzollernring;002;-022;G;gut;1,871
Hohenzollernring;017;-037;U;normal;-3,181
Hohenzollernring;022a;-046;G;normal;-2,544
Hohenzollernring;058;-076;G;normal;-8,931
Hohenzollernring;063;-065;U;normal;-1,126
Hohenzollernring;067;-067;U;normal;-4,366
Hohenzollernring;069;-087;U;normal;-5,790
Hohenzollernring;082;-104;G;normal;-5,606
Hohenzollernring;089;-099;U;normal;-7,820
Hohenzollernring;101;-121;U;normal;-6,460
Hohenzollernring;106;-124;G;normal;-5,859
Hohenzollernring;136;-144;G;normal;-5,426
Hoher Berg;003;-033;U;normal;-3,257
Hoher Berg;004;-038;G;normal;-3,963
Hoher Weg;001;-007;S;gut;9,838
Hoherade;003;-007;U;normal;-6,441
Hoherade;004;-014;G;normal;-6,476
Hoherade;011;-013;U;normal;-6,459
Hoherade;018;-020;G;normal;-6,520
Hoheschulstrasse;001;-007;U;normal;-12,682
Hoheschulstrasse;002;-012;G;normal;-12,730
Hohler Weg;006;-010;G;normal;-7,437
Hohnerkamp;001;-005;U;normal;-4,959
Hohnerkamp;002;-008;G;normal;-4,557
Hohnerkamp;010;-016;G;normal;-4,381
Hohnerkamp;021;-027;U;normal;-3,743
Hohnerkamp;024;-044;G;normal;-4,032
Hohnerkamp;029;-049;U;normal;-3,775
Hohnerkamp;046;-050;G;normal;-4,032
Hohnerkamp;053;-053;U;normal;-3,888
Hohnerkamp;075;-089;U;normal;-3,935
Hohnerkamp;090;-   120e;G;normal;-3,816
Hohnerkamp;093a;-   119f;U;normal;-3,677
Hoehnerkamp;010;-034;G;gut;4,360
Hoehnerkamp;019;-033;U;gut;4,558
Hohnerredder;001;-   043b;S;normal;-4,591
Hohnerredder;002;-004;G;normal;-4,316
Hohnerredder;010;-010;G;normal;-4,654
Hoehnkoppel;012;-022;G;normal;-5,106
Hoehnkoppelort;001;-022;S;normal;-6,009
Hohwachter Weg;001;-   019c;U;gut;1,491
Hohwachter Weg;004;-   020c;G;gut;1,448
Hoisberg;002;-032;G;gut;5,428
Hoisberg;003;-023;U;gut;5,454
Hoisbuetteler Strasse;002a;-048;G;gut;2,908
Hoisbuetteler Strasse;045;-051;U;gut;3,973
Hoisbuetteler Strasse;052;-080;G;gut;4,383
Holbeinstrasse;002;-016;G;gut;4,253
Holbeinstrasse;003;-011;U;gut;4,259
Holbeinstrasse;017;-037;U;gut;3,189
Holbeinstrasse;026;-040;G;gut;3,157
Holbergweg;001;-030;S;gut;8,058
Holbergweg;006a;-   006a;G;gut;7,869
Hoelderlinsallee;001;-017;U;normal;-5,614
Hoelderlinsallee;002;-006;G;normal;-5,940
Hoelderlinsallee;008;-022;G;normal;-5,450
Hoelderlinstrasse;001;-009;U;gut;11,298
Hoelderlinstrasse;002;-012;G;gut;11,431
Hoelderlinstrasse;011;-029;S;gut;10,662
Hoelderlinstrasse;016;-016;G;gut;10,871
Hoelertwiete;014;-014;G;normal;-13,437
Holitzberg;004;-296;G;normal;-4,306
Holitzberg;007;-089;U;normal;-4,573
Holitzberg;101;-145;U;normal;-4,510
Hollaendische Reihe;001;-025;U;normal;-3,118
Hollaendische Reihe;002;-030;G;normal;-3,343
Hollaendische Reihe;027;-061;U;normal;-0,665
Hollaendische Reihe;036;-052;G;normal;-2,555
Hollaendische Reihe;054;-058;G;normal;-1,084
Hollenbek;001;-041;U;gut;3,881
Hollenbek;002;-030;G;gut;3,933
Hollestrasse;002;-032;G;normal;-11,060
Hollestrasse;003;-023;U;normal;-10,861
Hollingstedter Stieg;001;-020;S;gut;-0,089
Hollkoppelweg;001;-029;S;normal;-16,613
Holloswisch;001;-001;U;gut;5,332
Hollstuecken;001;-009;U;gut;1,007
Hollstuecken;002;-008;G;gut;1,073
Hollwoeren;002;-010;G;gut;2,516
Hollwoeren;003;-019;U;gut;3,119
Hollwoeren;012a;-018;G;gut;3,088
Holmbrook;001;-005;U;normal;-4,689
Hoelscherweg;002;-012;G;normal;-1,328
Hoelscherweg;003;-003;U;normal;-3,207
Holsteiner Chaussee;003;-007;U;normal;-11,598
Holsteiner Chaussee;012;-016;G;normal;-8,019
Holsteiner Chaussee;015;-043;U;normal;-9,042
Holsteiner Chaussee;022;-034;G;normal;-6,244
Holsteiner Chaussee;038;-052;G;normal;-5,612
Holsteiner Chaussee;045;-047;U;normal;-6,981
Holsteiner Chaussee;085;-085;U;normal;-16,989
Holsteiner Chaussee;153;-159;U;normal;-7,927
Holsteiner Chaussee;154;-154;G;normal;-7,794
Holsteiner Chaussee;163;-207;U;normal;-5,166
Holsteiner Chaussee;170;-206;G;normal;-5,018
Holsteiner Chaussee;210;-222;G;normal;-5,054
Holsteiner Chaussee;211;-   227m;U;normal;-4,954
Holsteiner Chaussee;224a;-   268b;G;normal;-8,322
Holsteiner Chaussee;229;-241;U;normal;-4,601
Holsteiner Chaussee;243;-261;U;normal;-4,472
Holsteiner Chaussee;267;-299;U;normal;-9,602
Holsteiner Chaussee;272;-274;G;normal;-4,333
Holsteiner Chaussee;292;-304;G;normal;-4,027
Holsteiner Chaussee;305;-   319c;U;normal;-6,342
Holsteiner Chaussee;306;-310;G;normal;-3,583
Holsteiner Chaussee;312;-322;G;normal;-4,860
Holsteiner Chaussee;321;-329;U;normal;-4,465
Holsteiner Chaussee;331;-   361e;U;normal;-4,296
Holsteiner Chaussee;346a;-352;G;normal;-5,501
Holsteiner Chaussee;354;-372;G;normal;-7,318
Holsteiner Chaussee;363;-387;U;normal;-4,380
Holsteiner Chaussee;374;-378;G;normal;-7,356
Holsteiner Chaussee;386;-390;G;normal;-6,625
Holsteiner Chaussee;400;-400;G;normal;-11,578
Holsteiner Chaussee;401;-413;U;normal;-4,404
Holsteiner Chaussee;402;-424;G;normal;-6,420
Holsteiner Chaussee;415a;-431;U;normal;-4,212
Holsteinischer Kamp;012;-028;G;normal;-6,322
Holsteinischer Kamp;023;-023;U;normal;-6,101
Holsteinischer Kamp;030;-036;G;normal;-5,596
Holsteinischer Kamp;038;-072;G;normal;-4,466
Holsteinischer Kamp;039;-039;U;normal;-5,866
Holsteinischer Kamp;049;-049;U;normal;-5,180
Holsteinischer Kamp;075;-101;U;normal;-5,023
Holsteinischer Kamp;080;-092;G;normal;-4,685
Holsteinischer Kamp;096;-112;G;normal;-4,671
Holstenhofstieg;001a;-019;U;normal;-9,360
Holstenhofstieg;002;-010;G;normal;-9,353
Holstenhofweg;008;-010;G;normal;-10,410
Holstenhofweg;011;-011;U;normal;-13,206
Holstenhofweg;012;-012;G;normal;-10,657
Holstenhofweg;013a;-   017k;U;normal;-13,341
Holstenhofweg;021;-037;U;normal;-14,187
Holstenhofweg;048a;-   048a;G;normal;-10,589
Holstenhofweg;058;-058;G;normal;-9,114
Holstenhofweg;071;-083;U;normal;-9,004
Holstenhofweg;085;-085;U;normal;-7,791
Holstenkamp;044;-078;G;normal;-11,725
Holstenkamp;080;-086;G;normal;-5,353
Holstenkamp;087a;-091;U;normal;-4,749
Holstenkamp;111a;-117;U;normal;-1,904
Holstenplatz;008;-017;S;normal;-7,121
Holstenring;001;-018;S;normal;-5,726
Holstenstrasse;010;-058;G;normal;-13,299
Holstenstrasse;011;-017;U;normal;-14,648
Holstenstrasse;019;-019;U;normal;-15,029
Holstenstrasse;062;-080;G;normal;-12,258
Holstenstrasse;088;-120;G;normal;-11,424
Holstenstrasse;101;-113;U;normal;-11,942
Holstenstrasse;156;-168;G;normal;-12,389
Holstenstrasse;174;-200;G;normal;-11,976
Holstenstrasse;185;-203;U;normal;-12,185
Holstenstrasse;214;-214;G;normal;-13,090
Holstentwiete;001;-017;U;normal;-5,080
Holstentwiete;002;-030;G;normal;-6,067
Holstentwiete;019;-045;U;normal;-3,857
Holstenwall;013;-013;U;normal;-8,037
Holtbarg;001;-017;U;gut;2,382
Holtbarg;002;-004;G;gut;1,896
Holtbarg;012a;-   014b;G;gut;2,325
Holtbarg;016a;-022;G;gut;1,607
Holtbarg;019;-019;U;gut;0,729
Holtbarg;024;-024;G;gut;0,180
Holtbarg;035;-045;U;normal;-2,417
Holtenaustrasse;029;-033;U;normal;-9,654
Holtenklinker Strasse;001;-003;U;normal;-7,482
Holtenklinker Strasse;005;-033;U;normal;-8,215
Holtenklinker Strasse;010;-026;G;normal;-8,110
Holtenklinker Strasse;030;-076;G;normal;-8,766
Holtenklinker Strasse;035;-091;U;normal;-8,727
Holtenklinker Strasse;084;-098;G;normal;-9,407
Holtenklinker Strasse;095a;-169;U;normal;-8,428
Holtenklinker Strasse;100;-152;G;normal;-9,390
Holtenklinker Strasse;154;-172;G;normal;-8,239
Holtenklinker Strasse;174;-208;G;normal;-7,917
Hoeltentwiete;001;-001;U;normal;-2,096
Holthusenstrasse;001;-017;U;gut;6,286
Holthusenstrasse;002;-008;G;gut;6,346
Holthusenstrasse;012;-   018b;G;gut;6,152
Holthusenstrasse;019;-035;U;gut;5,629
Holthusenstrasse;020;-042;G;gut;5,656
Hoeltigbaum;001;-009;U;normal;-4,802
Holtkamp;001;-017;U;gut;0,784
Holtkamp;002;-018;G;gut;0,688
Holtknebel;002;-035;S;gut;1,004
Holtkoppel;015;-031;U;normal;-2,288
Holtkoppel;030;-066;G;normal;-2,279
Holtkoppel;068;-084;G;normal;-2,527
Holtweg;001;-004;S;gut;1,306
Holtwisch;001a;-   011c;U;normal;-3,057
Holtwisch;002;-014;G;normal;-3,339
Hoeltystrasse;002;-012;G;normal;-0,687
Hoeltystrasse;003;-017;U;gut;-0,224
Holunderkamp;001a;-011;U;gut;3,302
Holunderkamp;004;-012;G;gut;3,281
Holunderweg;001;-033;U;normal;-0,855
Holunderweg;008;-030;G;normal;-0,722
Holzbruecke;008;-008;G;normal;-7,256
Holzdamm;018;-024;G;normal;-0,957
Holzhaeuser;001a;-017;U;normal;-1,540
Holzhaeuser;002;-   012d;G;normal;-1,463
Holzhaeuser;016;-028;G;normal;-1,666
Holzhude;004;-012;G;normal;-10,774
Holzmuehlenstieg;009;-   013c;U;normal;-8,163
Holzmuehlenstrasse;002;-002;G;normal;-7,707
Holzmuehlenstrasse;003;-025;U;normal;-8,698
Holzmuehlenstrasse;027;-039;U;normal;-10,034
Holzmuehlenstrasse;043;-059;U;normal;-9,725
Holzmuehlenstrasse;056;-066;G;normal;-9,556
Holzmuehlenstrasse;069;-075;U;normal;-10,145
Holzmuehlenstrasse;078a;-098;G;normal;-9,852
Holzmuehlenstrasse;081;-093;U;normal;-10,361
Holzmuehlenstrasse;095;-129;U;normal;-9,362
Holzreie;002;-010;G;gut;6,261
Holzreie;003a;-011;U;gut;6,274
Holztwiete;004a;-020;G;gut;7,822
Holztwiete;009;-025;U;gut;7,436
Holztwiete;022;-022;G;gut;7,518
Homannring;001;-072;S;gut;-0,515
Homannstrasse;001;-009;U;normal;-7,449
Homannstrasse;002;-020;G;normal;-7,448
Homannstrasse;013;-019;U;normal;-7,515
Hondiusweg;001;-013;U;normal;-3,641
Hondiusweg;002;-014;G;normal;-3,652
Hoenermoor;001;-015;S;normal;-1,219
Hoenerstuecken;001;-003;U;normal;-7,756
Hongkongstrasse;002;-010;G;gut;1,042
Honiggrasweg;001;-028;S;normal;-5,128
Honsbergenstrasse;004;-   008d;G;normal;-9,076
Honsbergenstrasse;005a;-   005c;U;normal;-10,594
Hoopredder;001;-010;S;gut;3,464
Hoopwischen;002;-046;S;gut;2,761
Hoepen;002;-020;G;normal;-4,015
Hoepen;019;-045;U;normal;-3,966
Hoepen;024;-052;G;normal;-4,096
Hoepen;047;-073;U;normal;-4,067
Hoepengrund;001a;-008;S;normal;-5,030
Hoepengrund;004a;-   004o;G;normal;-5,054
Hoepenstrasse;001a;-   005c;U;normal;-8,435
Hoepenstrasse;002;-010;G;normal;-5,168
Hoepenstrasse;012;-016;G;normal;-5,562
Hoepenstrasse;018;-022;G;normal;-6,980
Hoepenstrasse;019;-   043b;U;normal;-7,786
Hoepenstrasse;028a;-034;G;normal;-5,802
Hoepenstrasse;038;-040;G;normal;-5,310
Hoeperfeld;003;-007;U;normal;-7,773
Hoeperfeld;004;-010;G;normal;-5,667
Hoeperfeld;009;-013;U;normal;-6,532
Hoeperfeld;012;-020;G;normal;-4,381
Hoeperfeld;017;-045;U;normal;-4,196
Hoeperfeld;022;-026;G;normal;-3,992
Hoeperfeld;034;-044;G;normal;-4,023
Hoeperfeld;046;-052;G;normal;-1,559
Hoeperfeld;047a;-053;U;normal;-1,725
Hoeperstieg;003;-003;U;normal;-4,422
Hoeperstieg;005;-007;U;normal;-3,852
Hoeperstieg;006;-008;G;normal;-3,840
Hopfenhof;001a;-017;U;normal;-0,908
Hopfenhof;002;-020;G;normal;-0,809
Hopfenmarkt;028;-028;G;normal;-6,624
Hopfenstrasse;002;-014;G;normal;-6,527
Hopfenstrasse;007;-021;U;normal;-6,203
Hopfenstrasse;020;-036;G;normal;-7,289
Hoppenstedtstrasse;001;-063;U;normal;-12,316
Hoppenstedtstrasse;002a;-   002d;G;normal;-13,962
Hoppenstedtstrasse;008;-078;G;normal;-13,976
Hoppenstedtstrasse;082;-088;G;normal;-13,164
Hoppenstieg;001;-001;U;gut;0,748
Hoppenstieg;002;-002;G;gut;0,721
Horandstieg;004;-016;G;gut;3,628
Horandstieg;005;-007;U;gut;3,352
Horandstieg;011;-041;U;gut;3,941
Horandstieg;018;-040;G;gut;3,895
Hoergensweg;053;-057;U;normal;-12,959
Hoergensweg;061;-079;U;normal;-13,050
Hoergensweg;076;-082;G;normal;-12,440
Horlebuschweg;002;-026;G;normal;-2,252
Hornackredder;001;-013;U;normal;-11,876
Hornackredder;002;-012;G;normal;-11,879
Hornackswisch;001;-025;U;normal;-8,269
Hornackswisch;002;-028;G;normal;-8,197
Horner Brueckenweg;001;-005;U;normal;-20,728
Horner Brueckenweg;002;-014;G;normal;-19,929
Horner Landstrasse;025;-085;U;normal;-16,600
Horner Landstrasse;046;-046;G;normal;-17,707
Horner Landstrasse;052a;-148;G;normal;-17,855
Horner Landstrasse;150;-212;G;normal;-19,478
Horner Landstrasse;159a;-165;U;normal;-16,672
Horner Landstrasse;171;-207;U;normal;-20,251
Horner Landstrasse;211;-217;U;normal;-21,393
Horner Landstrasse;306;-330;G;normal;-19,216
Horner Landstrasse;329;-457;U;normal;-24,345
Horner Landstrasse;336;-354;G;normal;-21,613
Horner Landstrasse;360a;-374;G;normal;-21,658
Horner Landstrasse;384;-428;G;normal;-31,757
Horner Rampe;001;-007;U;normal;-19,367
Horner Rampe;002;-014;G;normal;-19,979
Horner Rampe;009;-017;U;normal;-18,667
Horner Rampe;022;-030;G;normal;-4,593
Horner Rampe;032;-044;G;normal;-4,719
Horner Rampe;046;-046;G;normal;-4,479
Horner Redder;002;-016;G;normal;-12,655
Horner Redder;003a;-   015c;U;normal;-14,034
Horner Stieg;001;-010;S;normal;-11,015
Horner Weg;001;-   047b;U;normal;-5,687
Horner Weg;018;-110;G;normal;-5,902
Horner Weg;051;-055;U;normal;-6,538
Horner Weg;057;-061;U;normal;-6,440
Horner Weg;065;-065;U;normal;-6,483
Horner Weg;069;-071;U;normal;-7,094
Horner Weg;097;-119;U;normal;-11,567
Horner Weg;190;-192;G;normal;-11,174
Horner Weg;195;-   237e;U;normal;-10,776
Horner Weg;206;-212;G;normal;-11,528
Horner Weg;218;-228;G;normal;-11,503
Horner Weg;243;-263;U;normal;-10,600
Horner Weg;254;-270;G;normal;-11,290
Horner Weg;272;-282;G;normal;-12,255
Hornissenweg;001;-   042d;S;normal;-4,033
Hornissenweg;005;-   035b;U;normal;-4,032
Hornkamp;001;-015;U;normal;-6,273
Hornkamp;002;-014;G;normal;-6,262
Hornkamp;016;-020;G;normal;-6,216
Hornkrautring;001;-012;S;normal;-2,619
Hoernumstrasse;002;-028;G;normal;-1,549
Hoernumstrasse;003;-023;U;normal;-1,544
Hornungweg;001;-019;S;normal;-12,079
Hoerstener Strasse;032;-035;S;normal;-10,741
Hoerstener Strasse;049a;-   049d;U;normal;-11,193
Hoerstenstieg;001;-012;S;gut;0,147
Horster Damm;001;-003;U;normal;-2,704
Horster Damm;002;-002;G;normal;-2,563
Horster Damm;011;-173;S;normal;-1,434
Horster Damm;018;-018;G;normal;-2,302
Horster Damm;120;-   124a;G;normal;-1,060
